"date_value","dc_district","Retail Theft","Theft","Fraud/Theft of Services","Vandalism","Alcohol Possession by Minor","Public Drunkenness","Trespass","Disorderly Conduct","Minor Violations (Open Container, Public Urination, Smoking Violation)","Uncategorized Offenses","<NA>"
2014-01-02,"01",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"02",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"03",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"04",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"05",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"06",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"07",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"08",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"09",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"12",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"14",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"15",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"16",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"17",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"18",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"19",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"22",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"24",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"25",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"26",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"35",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"39",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"49",0,0,0,0,0,0,0,0,92,93,0
2014-01-02,"71",0,0,0,0,0,0,0,0,0,0,0
2014-01-02,"77",0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"01",0,0,0,0,0,0,0,0,80,69,0
2014-01-06,"02",178,0,0,0,0,0,87,46,69,72,0
2014-01-06,"03",163,0,0,0,0,0,0,0,82,0,0
2014-01-06,"04",0,0,0,0,0,0,0,0,0,2299,0
2014-01-06,"05",0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"06",64,0,0,0,68,0,0,68,68,66,0
2014-01-06,"07",0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"08",66,0,0,0,0,0,0,0,81,0,0
2014-01-06,"09",128,0,0,0,0,0,0,93,77,222,0
2014-01-06,"12",0,0,0,0,0,44,0,0,81,81,0
2014-01-06,"14",74,0,0,0,0,0,0,0,71,216,0
2014-01-06,"15",0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"16",0,0,0,186,0,0,0,159,112,69,0
2014-01-06,"17",127,0,0,0,0,0,0,0,69,0,0
2014-01-06,"18",0,0,0,58,0,0,0,0,78,78,0
2014-01-06,"19",0,0,0,0,0,0,0,0,68,69,28
2014-01-06,"22",127,0,0,131,0,0,0,0,65,78,0
2014-01-06,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"24",130,0,0,0,0,0,212,82,0,116,0
2014-01-06,"25",47,0,0,0,0,0,0,61,0,207,0
2014-01-06,"26",126,0,0,0,0,0,0,68,0,106,0
2014-01-06,"35",129,0,0,0,0,0,0,70,77,143,0
2014-01-06,"39",127,0,0,0,0,0,0,0,75,75,0
2014-01-06,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"49",0,0,186,0,0,0,0,0,176,172,0
2014-01-06,"71",0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"77",0,0,0,0,0,0,0,0,0,0,0
2014-01-07,"01",0,0,0,0,0,0,0,0,0,0,0
2014-01-07,"02",100,0,0,0,0,0,0,0,66,0,0
2014-01-07,"03",0,0,0,0,0,0,0,0,0,0,0
2014-01-07,"04",0,0,0,0,0,0,0,0,0,0,0
2014-01-07,"05",0,0,0,0,0,0,0,70,0,0,0
2014-01-07,"06",0,0,0,68,0,0,0,0,66,75,0
2014-01-07,"07",0,0,0,0,0,0,0,0,0,0,0
2014-01-07,"08",0,0,0,0,0,0,0,0,66,91,0
2014-01-07,"09",0,0,0,0,0,0,0,72,75,0,0
2014-01-07,"12",101,0,0,0,0,0,0,0,108,79,0
2014-01-07,"14",100,0,0,0,0,0,0,129,39,75,0
2014-01-07,"15",0,0,0,0,0,0,0,156,0,1999,0
2014-01-07,"16",0,0,0,0,0,0,0,0,68,48,0
2014-01-07,"17",0,0,0,0,0,0,0,66,68,66,0
2014-01-07,"18",0,0,0,0,0,0,0,0,80,66,0
2014-01-07,"19",0,0,0,0,0,0,0,66,67,66,92
2014-01-07,"22",0,0,0,0,0,65,0,0,0,67,0
2014-01-07,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-07,"24",0,0,0,0,0,0,68,0,74,62,0
2014-01-07,"25",0,0,0,0,0,0,0,0,0,0,0
2014-01-07,"26",0,0,0,0,0,0,0,0,0,137,0
2014-01-07,"35",195,0,0,0,0,0,0,0,0,161,0
2014-01-07,"39",100,0,0,0,0,0,0,0,0,34,0
2014-01-07,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-07,"49",0,0,109,0,0,0,109,110,109,110,0
2014-01-07,"71",0,0,0,0,0,0,0,0,0,0,0
2014-01-07,"77",0,0,0,0,0,0,0,80,0,0,0
2014-01-08,"01",192,0,0,0,0,0,0,0,0,104,0
2014-01-08,"02",166,0,0,0,0,0,0,67,0,67,0
2014-01-08,"03",474,0,0,0,0,0,0,0,0,173,0
2014-01-08,"04",0,0,0,0,0,0,0,0,0,0,0
2014-01-08,"05",0,0,0,0,0,0,0,0,0,0,0
2014-01-08,"06",125,0,0,0,0,0,0,65,66,64,0
2014-01-08,"07",0,0,0,0,0,0,0,0,0,0,0
2014-01-08,"08",0,0,0,0,0,0,0,0,0,2249,0
2014-01-08,"09",194,0,0,0,0,0,0,0,70,1903,0
2014-01-08,"12",0,0,0,0,95,0,0,78,75,95,0
2014-01-08,"14",0,0,0,0,0,0,219,0,60,841,0
2014-01-08,"15",212,0,0,0,0,0,87,19,0,0,0
2014-01-08,"16",0,0,0,0,0,0,0,0,64,64,0
2014-01-08,"17",0,0,0,0,0,0,0,0,0,0,0
2014-01-08,"18",145,0,0,0,0,0,0,0,104,0,0
2014-01-08,"19",0,0,0,0,0,0,0,0,64,65,0
2014-01-08,"22",0,0,0,0,0,0,0,0,123,88,0
2014-01-08,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-08,"24",163,0,0,0,0,0,69,195,0,69,0
2014-01-08,"25",0,0,0,0,0,0,0,0,0,65,0
2014-01-08,"26",0,0,0,0,0,0,0,0,0,141,0
2014-01-08,"35",193,0,0,0,0,0,0,0,0,0,0
2014-01-08,"39",0,0,0,0,0,0,0,0,0,0,0
2014-01-08,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-08,"49",0,0,112,0,0,0,112,111,111,109,0
2014-01-08,"71",0,0,153,0,0,0,0,0,0,0,0
2014-01-08,"77",0,0,0,0,0,0,0,0,0,0,0
2014-01-09,"01",0,0,0,0,0,0,0,0,0,1961,0
2014-01-09,"02",123,0,0,0,0,0,0,0,66,66,0
2014-01-09,"03",281,0,0,0,0,0,18,97,137,146,0
2014-01-09,"04",0,0,0,0,0,0,0,0,0,3388,0
2014-01-09,"05",0,0,0,0,0,0,0,0,0,0,0
2014-01-09,"06",0,0,0,0,0,0,0,62,101,63,0
2014-01-09,"07",0,0,0,0,0,0,0,0,0,0,0
2014-01-09,"08",0,0,0,56,0,0,73,0,0,0,0
2014-01-09,"09",119,0,0,0,0,0,0,70,67,122,0
2014-01-09,"12",0,0,0,0,0,0,0,70,74,48,42
2014-01-09,"14",0,0,0,0,0,0,0,91,56,1064,0
2014-01-09,"15",114,0,0,0,0,0,0,58,0,419,0
2014-01-09,"16",0,0,0,0,0,0,0,0,74,67,0
2014-01-09,"17",0,0,0,0,0,0,0,0,63,64,0
2014-01-09,"18",0,0,0,0,0,0,0,62,56,51,0
2014-01-09,"19",0,0,0,0,0,0,0,155,63,63,0
2014-01-09,"22",99,0,0,129,68,0,0,39,68,86,0
2014-01-09,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-09,"24",0,0,0,0,0,0,73,0,0,73,0
2014-01-09,"25",0,0,0,0,0,0,0,0,0,0,0
2014-01-09,"26",113,0,0,0,0,64,0,101,139,77,0
2014-01-09,"35",0,0,0,0,0,0,0,0,0,0,0
2014-01-09,"39",0,0,0,0,0,0,0,0,0,124,0
2014-01-09,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-09,"49",0,0,166,0,0,182,0,187,154,149,0
2014-01-09,"71",0,0,0,0,0,0,0,0,0,0,0
2014-01-09,"77",0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"01",116,0,0,0,0,0,0,0,0,0,0
2014-01-10,"02",151,0,0,0,0,0,0,0,0,0,0
2014-01-10,"03",0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"04",0,0,0,0,0,0,0,0,0,1731,0
2014-01-10,"05",0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"06",122,0,0,0,0,0,0,0,0,0,0
2014-01-10,"07",0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"08",151,0,0,0,0,0,0,0,0,0,0
2014-01-10,"09",0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"12",0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"14",0,0,0,0,0,0,0,0,134,118,0
2014-01-10,"15",0,0,0,0,0,0,0,202,0,0,0
2014-01-10,"16",0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"17",0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"18",0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"19",0,0,0,0,0,0,0,0,65,140,0
2014-01-10,"22",0,0,0,0,0,0,0,0,138,0,0
2014-01-10,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"24",15,0,0,0,0,0,0,0,0,75,0
2014-01-10,"25",0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"26",114,0,0,0,0,0,0,0,0,632,0
2014-01-10,"35",0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"39",0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"49",0,0,56,0,0,0,168,122,149,153,0
2014-01-10,"71",0,0,0,0,0,0,0,0,0,0,0
2014-01-10,"77",0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"01",61,0,0,0,78,0,0,0,0,0,0
2014-01-11,"02",141,0,0,0,0,0,59,70,142,79,0
2014-01-11,"03",63,0,0,0,76,0,75,76,0,0,0
2014-01-11,"04",0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"05",114,0,0,0,0,0,0,142,0,122,0
2014-01-11,"06",64,0,0,0,77,70,0,69,79,66,0
2014-01-11,"07",64,0,0,0,0,0,0,0,0,0,0
2014-01-11,"08",71,0,0,0,0,0,0,0,0,0,0
2014-01-11,"09",59,0,0,0,0,104,0,0,0,73,0
2014-01-11,"12",71,0,0,0,0,0,0,215,107,74,0
2014-01-11,"14",0,0,0,0,0,0,0,74,60,66,0
2014-01-11,"15",64,0,0,0,0,0,0,98,0,0,0
2014-01-11,"16",0,0,0,0,0,0,0,95,0,85,0
2014-01-11,"17",68,0,0,0,0,0,0,0,66,70,0
2014-01-11,"18",0,0,0,0,0,136,0,0,71,0,0
2014-01-11,"19",65,0,0,0,0,0,0,69,135,75,0
2014-01-11,"22",102,0,0,0,74,0,0,70,133,159,0
2014-01-11,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"24",97,0,0,0,0,0,0,0,0,2278,0
2014-01-11,"25",0,0,0,0,0,0,0,0,0,68,0
2014-01-11,"26",0,0,0,0,0,0,0,0,0,83,0
2014-01-11,"35",128,0,0,0,127,126,0,78,0,0,0
2014-01-11,"39",73,0,0,0,0,83,0,74,0,0,0
2014-01-11,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"49",0,0,144,0,191,0,121,120,180,117,0
2014-01-11,"71",0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"77",0,0,0,0,0,0,0,69,0,0,0
2014-01-13,"01",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"02",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"03",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"04",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"05",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"06",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"07",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"08",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"09",0,0,0,0,0,0,0,18,0,0,0
2014-01-13,"12",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"14",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"15",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"16",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"17",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"18",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"19",0,0,0,0,0,0,0,0,17,0,0
2014-01-13,"22",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"24",0,0,0,0,0,0,0,0,0,14,0
2014-01-13,"25",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"26",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"35",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"39",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"49",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"71",0,0,0,0,0,0,0,0,0,0,0
2014-01-13,"77",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"01",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"02",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"03",0,0,1079,0,0,0,0,0,0,0,0
2014-01-14,"04",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"05",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"06",30,0,0,0,0,0,0,0,0,0,0
2014-01-14,"07",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"08",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"09",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"12",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"14",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"15",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"16",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"17",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"18",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"19",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"22",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"24",202,0,0,0,0,0,0,0,0,0,0
2014-01-14,"25",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"26",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"35",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"39",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"49",0,0,0,0,0,0,0,93,90,88,0
2014-01-14,"71",0,0,0,0,0,0,0,0,0,0,0
2014-01-14,"77",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"01",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"02",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"03",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"04",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"05",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"06",0,0,0,0,0,0,0,230,0,0,0
2014-01-15,"07",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"08",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"09",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"12",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"14",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"15",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"16",0,0,0,0,0,0,0,0,13,0,0
2014-01-15,"17",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"18",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"19",0,0,0,0,0,0,0,0,16,0,0
2014-01-15,"22",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"24",0,0,0,0,0,0,0,0,0,301,0
2014-01-15,"25",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"26",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"35",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"39",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"49",0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"71",0,0,124,0,0,0,0,0,0,0,0
2014-01-15,"77",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"01",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"02",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"03",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"04",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"05",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"06",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"07",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"08",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"09",0,0,0,0,0,0,0,0,0,942,0
2014-01-16,"12",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"14",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"15",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"16",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"17",0,0,0,0,0,0,0,0,131,0,0
2014-01-16,"18",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"19",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"22",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"24",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"25",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"26",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"35",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"39",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"49",0,0,0,0,0,0,0,0,92,94,0
2014-01-16,"71",0,0,0,0,0,0,0,0,0,0,0
2014-01-16,"77",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"01",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"02",1101,0,0,0,0,0,0,0,0,0,0
2014-01-17,"03",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"04",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"05",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"06",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"07",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"08",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"09",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"12",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"14",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"15",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"16",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"17",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"18",0,0,0,0,0,0,0,0,0,31,0
2014-01-17,"19",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"22",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"24",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"25",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"26",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"35",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"39",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"49",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"71",0,0,0,0,0,0,0,0,0,0,0
2014-01-17,"77",0,0,0,0,0,0,0,0,0,0,0
2014-01-21,"01",0,0,0,123,0,0,64,0,0,0,0
2014-01-21,"02",46,0,0,0,0,0,62,0,63,132,0
2014-01-21,"03",200,0,0,38,0,0,0,41,156,0,0
2014-01-21,"04",0,0,0,0,0,0,0,0,0,0,0
2014-01-21,"05",1338,0,0,0,0,0,0,0,0,0,0
2014-01-21,"06",0,0,0,0,0,0,0,61,62,0,0
2014-01-21,"07",0,0,0,0,0,0,0,0,0,0,0
2014-01-21,"08",0,0,0,0,0,0,0,0,0,986,0
2014-01-21,"09",0,0,0,0,0,0,0,568,0,96,0
2014-01-21,"12",0,0,0,0,0,0,0,127,199,0,0
2014-01-21,"14",275,0,0,0,0,0,0,0,0,0,0
2014-01-21,"15",0,0,0,0,0,0,0,54,0,51,0
2014-01-21,"16",0,0,0,0,0,0,0,0,62,0,0
2014-01-21,"17",0,0,0,0,0,0,0,0,63,63,0
2014-01-21,"18",0,0,0,0,0,0,0,48,0,64,0
2014-01-21,"19",0,0,0,0,0,0,0,64,63,70,0
2014-01-21,"22",234,0,0,0,0,0,0,0,0,1684,0
2014-01-21,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-21,"24",1205,0,0,0,0,0,66,64,0,66,0
2014-01-21,"25",0,0,0,0,0,0,0,188,0,94,0
2014-01-21,"26",39,0,0,0,0,70,0,0,1075,0,61
2014-01-21,"35",0,0,0,0,0,0,0,0,0,0,0
2014-01-21,"39",0,0,0,0,0,0,0,0,0,0,0
2014-01-21,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-21,"49",0,0,116,0,0,0,119,119,118,119,0
2014-01-21,"71",0,0,0,0,0,0,0,0,0,0,0
2014-01-21,"77",0,0,0,0,0,0,0,0,0,0,0
2014-01-23,"01",0,0,0,0,0,0,0,0,34,0,0
2014-01-23,"02",138,0,0,0,0,0,125,0,0,0,0
2014-01-23,"03",100,0,0,0,0,0,0,46,0,0,0
2014-01-23,"04",0,0,0,0,0,0,0,0,0,0,0
2014-01-23,"05",0,0,0,0,0,0,0,0,0,0,0
2014-01-23,"06",217,0,0,0,0,0,0,77,517,60,0
2014-01-23,"07",0,0,0,0,0,0,0,0,0,0,0
2014-01-23,"08",176,0,0,173,0,0,0,0,72,66,0
2014-01-23,"09",0,0,0,0,0,0,66,0,0,71,0
2014-01-23,"12",99,0,0,0,0,0,0,0,68,95,0
2014-01-23,"14",137,0,0,0,0,0,0,0,54,0,0
2014-01-23,"15",176,0,0,0,0,0,0,147,0,0,0
2014-01-23,"16",0,0,0,63,0,0,0,0,93,0,0
2014-01-23,"17",0,0,0,62,0,0,0,61,97,58,0
2014-01-23,"18",177,0,0,73,0,0,0,73,72,45,0
2014-01-23,"19",180,172,0,0,0,0,0,166,59,61,0
2014-01-23,"22",0,0,0,196,0,0,0,42,0,0,0
2014-01-23,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-23,"24",136,0,0,0,0,0,73,73,62,95,0
2014-01-23,"25",41,0,0,0,0,0,0,0,0,0,0
2014-01-23,"26",0,0,0,0,0,0,0,0,73,76,0
2014-01-23,"35",194,0,0,0,0,0,0,68,62,125,0
2014-01-23,"39",0,0,0,0,0,0,0,0,0,59,0
2014-01-23,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-23,"49",0,0,114,0,0,0,110,113,114,115,0
2014-01-23,"71",0,0,0,0,0,0,0,0,0,0,0
2014-01-23,"77",0,0,0,0,0,0,0,0,0,0,0
2014-01-24,"01",0,0,0,0,0,0,0,0,0,0,0
2014-01-24,"02",0,0,0,0,0,0,0,0,0,124,0
2014-01-24,"03",0,0,0,0,0,0,0,0,0,0,0
2014-01-24,"04",0,0,0,0,0,0,0,0,0,0,0
2014-01-24,"05",0,0,0,0,0,0,0,0,0,0,0
2014-01-24,"06",0,0,0,0,0,0,0,0,107,88,0
2014-01-24,"07",0,0,0,0,0,0,0,0,0,0,0
2014-01-24,"08",0,0,0,0,0,0,0,0,0,0,0
2014-01-24,"09",0,0,0,0,0,0,0,0,0,66,0
2014-01-24,"12",0,0,0,0,0,0,0,0,0,0,0
2014-01-24,"14",0,0,0,0,0,0,0,0,0,24,0
2014-01-24,"15",0,0,0,0,0,0,0,0,0,0,0
2014-01-24,"16",0,0,0,0,0,0,0,0,0,77,0
2014-01-24,"17",0,0,0,0,0,0,0,0,66,111,0
2014-01-24,"18",0,0,0,0,0,0,36,0,0,181,0
2014-01-24,"19",0,0,0,0,0,0,0,0,112,86,0
2014-01-24,"22",108,0,0,0,0,0,0,0,0,0,0
2014-01-24,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-24,"24",107,0,0,0,0,0,113,0,0,116,0
2014-01-24,"25",0,0,0,0,0,0,0,0,0,0,0
2014-01-24,"26",0,0,0,0,0,0,0,333,0,0,0
2014-01-24,"35",0,0,0,0,0,0,0,0,0,114,0
2014-01-24,"39",0,0,0,0,0,0,0,0,0,0,0
2014-01-24,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-24,"49",0,0,314,0,0,0,136,0,155,154,0
2014-01-24,"71",0,0,0,0,0,0,0,0,0,0,0
2014-01-24,"77",0,0,0,0,0,0,0,0,0,0,0
2014-01-25,"01",240,0,0,0,0,0,0,0,0,52,0
2014-01-25,"02",64,0,0,0,0,0,0,0,68,1620,0
2014-01-25,"03",60,0,0,0,0,0,90,55,0,0,0
2014-01-25,"04",0,0,0,0,0,0,0,0,0,0,0
2014-01-25,"05",0,0,0,0,0,0,0,79,0,0,0
2014-01-25,"06",116,0,67,0,119,0,0,0,70,67,0
2014-01-25,"07",0,0,0,0,0,0,0,0,0,0,0
2014-01-25,"08",182,0,0,0,0,0,0,0,0,0,0
2014-01-25,"09",122,0,0,0,0,0,0,0,0,0,0
2014-01-25,"12",0,0,0,0,0,0,0,0,42,111,0
2014-01-25,"14",0,0,0,0,0,0,0,0,0,0,122
2014-01-25,"15",63,0,0,0,0,0,0,137,0,0,109
2014-01-25,"16",0,0,0,0,0,0,0,0,154,0,0
2014-01-25,"17",0,0,0,0,0,0,0,0,62,0,0
2014-01-25,"18",0,0,0,0,65,0,0,71,0,0,0
2014-01-25,"19",211,0,0,0,0,0,71,0,66,132,0
2014-01-25,"22",97,0,0,0,136,0,0,92,188,74,0
2014-01-25,"23",0,0,0,0,0,0,0,0,0,0,0
2014-01-25,"24",62,0,0,0,0,79,0,0,0,70,0
2014-01-25,"25",0,0,0,0,0,0,0,0,0,0,0
2014-01-25,"26",0,0,0,0,0,0,0,257,0,85,0
2014-01-25,"35",0,0,0,0,0,0,0,0,0,95,0
2014-01-25,"39",0,0,0,0,0,0,0,0,0,0,0
2014-01-25,"45",0,0,0,0,0,0,0,0,0,0,0
2014-01-25,"49",0,0,120,0,0,0,0,120,123,175,0
2014-01-25,"71",0,0,0,0,0,0,0,0,0,0,0
2014-01-25,"77",0,0,0,0,0,0,0,0,0,0,0
2014-01-27,"01",255,0,0,0,0,0,0,0,0,50,0
